,location,signal
1777,1776,NA
1778,1777,NA
1779,1778,NA
1780,1779,NA
1781,1780,NA
1782,1781,NA
1783,1782,NA
1784,1783,NA
1785,1784,NA
1786,1785,NA
1787,1786,NA
1788,1787,NA
1789,1788,NA
1790,1789,NA
1791,1790,NA
1792,1791,NA
1793,1792,NA
1794,1793,NA
1795,1794,NA
1796,1795,NA
1797,1796,NA
1798,1797,NA
1799,1798,NA
1800,1799,NA
1801,1800,NA
1802,1801,NA
1803,1802,NA
1804,1803,NA
1805,1804,NA
1806,1805,NA
1807,1806,NA
1808,1807,NA
1809,1808,NA
1810,1809,NA
1811,1810,NA
1812,1811,NA
1813,1812,NA
1814,1813,NA
1815,1814,NA
1816,1815,NA
1817,1816,NA
1818,1817,NA
1819,1818,NA
1820,1819,NA
1821,1820,NA
1822,1821,NA
1823,1822,NA
1824,1823,NA
1825,1824,NA
1826,1825,NA
1827,1826,NA
1828,1827,NA
1829,1828,NA
1830,1829,NA
1831,1830,NA
1832,1831,NA
1833,1832,NA
1834,1833,NA
1835,1834,NA
1836,1835,NA
1837,1836,NA
1838,1837,NA
1839,1838,NA
1840,1839,NA
1841,1840,NA
1842,1841,NA
1843,1842,NA
1844,1843,NA
1845,1844,NA
1846,1845,NA
1847,1846,NA
1848,1847,NA
1849,1848,NA
1850,1849,NA
1851,1850,NA
1852,1851,NA
1853,1852,NA
1854,1853,NA
1855,1854,NA
1856,1855,NA
1857,1856,NA
1858,1857,NA
1859,1858,NA
1860,1859,NA
1861,1860,NA
1862,1861,NA
1863,1862,NA
1864,1863,NA
1865,1864,NA
1866,1865,NA
1867,1866,NA
1868,1867,NA
1869,1868,NA
1870,1869,NA
1871,1870,NA
1872,1871,NA
1873,1872,NA
1874,1873,NA
1875,1874,NA
1876,1875,NA
1877,1876,NA
1878,1877,NA
1879,1878,NA
1880,1879,NA
1881,1880,NA
1882,1881,NA
1883,1882,NA
1884,1883,NA
1885,1884,NA
1886,1885,NA
1887,1886,NA
1888,1887,NA
1889,1888,NA
1890,1889,NA
1891,1890,NA
1892,1891,NA
1893,1892,NA
1894,1893,NA
1895,1894,NA
1896,1895,NA
1897,1896,NA
1898,1897,NA
1899,1898,NA
1900,1899,NA
1901,1900,NA
1902,1901,NA
1903,1902,NA
1904,1903,NA
1905,1904,NA
1906,1905,NA
1907,1906,NA
1908,1907,NA
1909,1908,NA
1910,1909,NA
1911,1910,NA
1912,1911,NA
1913,1912,NA
1914,1913,NA
1915,1914,NA
1916,1915,NA
1917,1916,NA
1918,1917,NA
1919,1918,NA
1920,1919,NA
1921,1920,NA
1922,1921,NA
1923,1922,NA
1924,1923,NA
1925,1924,NA
1926,1925,NA
1927,1926,NA
1928,1927,NA
1929,1928,NA
1930,1929,NA
1931,1930,NA
1932,1931,NA
1933,1932,NA
1934,1933,NA
1935,1934,NA
1936,1935,NA
1937,1936,NA
1938,1937,NA
1939,1938,NA
1940,1939,NA
1941,1940,NA
1942,1941,NA
1943,1942,NA
1944,1943,NA
1945,1944,NA
1946,1945,NA
1947,1946,NA
1948,1947,NA
1949,1948,NA
1950,1949,NA
1951,1950,NA
1952,1951,NA
1953,1952,NA
1954,1953,NA
1955,1954,NA
1956,1955,NA
1957,1956,NA
1958,1957,NA
1959,1958,NA
1960,1959,NA
1961,1960,NA
1962,1961,NA
1963,1962,NA
1964,1963,NA
1965,1964,NA
1966,1965,NA
1967,1966,NA
1968,1967,NA
1969,1968,NA
1970,1969,NA
1971,1970,NA
1972,1971,NA
1973,1972,NA
1974,1973,NA
1975,1974,NA
1976,1975,NA
1977,1976,NA
1978,1977,NA
1979,1978,NA
1980,1979,NA
1981,1980,NA
1982,1981,NA
1983,1982,NA
1984,1983,NA
1985,1984,NA
1986,1985,NA
1987,1986,NA
1988,1987,NA
1989,1988,NA
1990,1989,NA
1991,1990,NA
1992,1991,NA
1993,1992,NA
1994,1993,NA
1995,1994,NA
1996,1995,NA
1997,1996,NA
1998,1997,NA
1999,1998,NA
2000,1999,NA
2001,2000,NA
2002,2001,NA
2003,2002,NA
2004,2003,NA
2005,2004,NA
2006,2005,NA
2007,2006,NA
2008,2007,NA
2009,2008,NA
2010,2009,NA
2011,2010,NA
2012,2011,NA
2013,2012,NA
2014,2013,NA
2015,2014,NA
2016,2015,NA
2017,2016,NA
2018,2017,NA
2019,2018,NA
2020,2019,NA
2021,2020,NA
2022,2021,NA
2023,2022,NA
2024,2023,NA
2025,2024,NA
2026,2025,NA
2027,2026,NA
2028,2027,NA
2029,2028,NA
2030,2029,NA
2031,2030,NA
2032,2031,NA
2033,2032,NA
2034,2033,NA
2035,2034,NA
2036,2035,NA
2037,2036,NA
2038,2037,NA
2039,2038,NA
2040,2039,NA
2041,2040,NA
2042,2041,NA
2043,2042,NA
2044,2043,NA
2045,2044,NA
2046,2045,NA
2047,2046,NA
2048,2047,NA
2049,2048,NA
2050,2049,NA
2051,2050,NA
2052,2051,NA
2053,2052,NA
2054,2053,NA
2055,2054,NA
2056,2055,NA
2057,2056,NA
2058,2057,NA
2059,2058,NA
2060,2059,NA
2061,2060,NA
2062,2061,NA
2063,2062,NA
2064,2063,NA
2065,2064,NA
2066,2065,NA
2067,2066,NA
2068,2067,NA
2069,2068,NA
2070,2069,NA
2071,2070,NA
2072,2071,NA
2073,2072,NA
2074,2073,NA
2075,2074,NA
2076,2075,NA
2077,2076,NA
2078,2077,NA
2079,2078,NA
2080,2079,NA
2081,2080,NA
2082,2081,NA
2083,2082,NA
2084,2083,NA
2085,2084,NA
2086,2085,NA
2087,2086,NA
2088,2087,NA
2089,2088,NA
2090,2089,NA
2091,2090,NA
2092,2091,NA
2093,2092,NA
2094,2093,NA
2095,2094,NA
2096,2095,NA
2097,2096,NA
2098,2097,NA
2099,2098,NA
2100,2099,NA
2101,2100,NA
2102,2101,NA
2103,2102,NA
2104,2103,NA
2105,2104,NA
2106,2105,NA
2107,2106,NA
2108,2107,NA
2109,2108,NA
2110,2109,NA
2111,2110,NA
2112,2111,NA
2113,2112,NA
2114,2113,NA
2115,2114,NA
2116,2115,NA
2117,2116,NA
2118,2117,NA
2119,2118,NA
2120,2119,NA
2121,2120,NA
2122,2121,NA
2123,2122,NA
2124,2123,NA
2125,2124,NA
2126,2125,NA
2127,2126,NA
2128,2127,NA
2129,2128,NA
2130,2129,NA
2131,2130,NA
2132,2131,NA
2133,2132,NA
2134,2133,NA
2135,2134,NA
2136,2135,NA
2137,2136,NA
2138,2137,NA
2139,2138,NA
2140,2139,NA
2141,2140,NA
2142,2141,NA
2143,2142,NA
2144,2143,NA
2145,2144,NA
2146,2145,NA
2147,2146,NA
2148,2147,NA
2149,2148,NA
2150,2149,NA
2151,2150,NA
2152,2151,NA
2153,2152,NA
2154,2153,NA
2155,2154,NA
2156,2155,NA
2157,2156,NA
2158,2157,NA
2159,2158,NA
2160,2159,NA
2161,2160,NA
2162,2161,NA
2163,2162,NA
2164,2163,NA
2165,2164,NA
2166,2165,NA
2167,2166,NA
2168,2167,NA
2169,2168,NA
2170,2169,NA
2171,2170,NA
2172,2171,NA
2173,2172,NA
2174,2173,NA
2175,2174,NA
2176,2175,NA
2177,2176,NA
2178,2177,NA
2179,2178,NA
2180,2179,NA
2181,2180,NA
2182,2181,NA
2183,2182,NA
2184,2183,NA
2185,2184,NA
2186,2185,NA
2187,2186,NA
2188,2187,NA
2189,2188,NA
2190,2189,NA
2191,2190,NA
2192,2191,NA
2193,2192,NA
2194,2193,NA
2195,2194,NA
2196,2195,NA
2197,2196,NA
2198,2197,NA
2199,2198,NA
2200,2199,NA
2201,2200,NA
2202,2201,NA
2203,2202,NA
2204,2203,NA
2205,2204,NA
2206,2205,NA
2207,2206,NA
2208,2207,NA
2209,2208,NA
2210,2209,NA
2211,2210,NA
2212,2211,NA
2213,2212,NA
2214,2213,NA
2215,2214,NA
2216,2215,NA
2217,2216,NA
2218,2217,NA
2219,2218,NA
2220,2219,NA
2221,2220,NA
2222,2221,NA
2223,2222,NA
2224,2223,NA
2225,2224,NA
2226,2225,NA
2227,2226,NA
2228,2227,NA
2229,2228,NA
2230,2229,NA
2231,2230,NA
2232,2231,NA
2233,2232,NA
2234,2233,NA
2235,2234,NA
2236,2235,NA
2237,2236,NA
2238,2237,NA
2239,2238,NA
2240,2239,NA
2241,2240,NA
2242,2241,NA
2243,2242,NA
2244,2243,NA
2245,2244,NA
2246,2245,NA
2247,2246,NA
2248,2247,NA
2249,2248,NA
2250,2249,NA
2251,2250,NA
2252,2251,NA
2253,2252,NA
2254,2253,NA
2255,2254,NA
2256,2255,NA
2257,2256,NA
2258,2257,NA
2259,2258,NA
2260,2259,NA
2261,2260,NA
2262,2261,NA
2263,2262,NA
2264,2263,NA
2265,2264,NA
2266,2265,NA
2267,2266,NA
2268,2267,NA
2269,2268,NA
2270,2269,NA
2271,2270,NA
2272,2271,NA
2273,2272,NA
2274,2273,NA
2275,2274,NA
2276,2275,NA
2277,2276,NA
2278,2277,NA
2279,2278,NA
2280,2279,NA
2281,2280,NA
2282,2281,NA
2283,2282,NA
2284,2283,NA
2285,2284,NA
2286,2285,NA
2287,2286,NA
2288,2287,NA
2289,2288,NA
2290,2289,NA
2291,2290,NA
2292,2291,NA
2293,2292,NA
2294,2293,NA
2295,2294,NA
2296,2295,NA
2297,2296,NA
2298,2297,NA
2299,2298,NA
2300,2299,NA
2301,2300,NA
2302,2301,NA
2303,2302,NA
2304,2303,NA
2305,2304,NA
2306,2305,NA
2307,2306,NA
2308,2307,NA
2309,2308,NA
2310,2309,NA
2311,2310,NA
2312,2311,NA
2313,2312,NA
2314,2313,NA
2315,2314,NA
2316,2315,NA
2317,2316,NA
2318,2317,NA
2319,2318,NA
2320,2319,NA
2321,2320,NA
2322,2321,NA
2323,2322,NA
2324,2323,NA
2325,2324,NA
2326,2325,NA
2327,2326,NA
2328,2327,NA
2329,2328,NA
2330,2329,NA
2331,2330,NA
2332,2331,NA
2333,2332,NA
2334,2333,NA
2335,2334,NA
2336,2335,NA
2337,2336,NA
2338,2337,NA
2339,2338,NA
2340,2339,NA
2341,2340,NA
2342,2341,NA
2343,2342,NA
2344,2343,NA
2345,2344,NA
2346,2345,NA
2347,2346,NA
2348,2347,NA
2349,2348,NA
2350,2349,NA
2351,2350,NA
2352,2351,NA
2353,2352,NA
2354,2353,NA
2355,2354,NA
2356,2355,NA
2357,2356,NA
2358,2357,NA
2359,2358,NA
2360,2359,NA
2361,2360,NA
2362,2361,NA
2363,2362,NA
2364,2363,NA
2365,2364,NA
2366,2365,NA
2367,2366,NA
2368,2367,NA
2369,2368,NA
2370,2369,NA
2371,2370,NA
2372,2371,NA
2373,2372,NA
2374,2373,NA
2375,2374,NA
2376,2375,NA
2377,2376,NA
2378,2377,NA
2379,2378,NA
2380,2379,NA
2381,2380,NA
2382,2381,NA
2383,2382,NA
2384,2383,NA
2385,2384,NA
2386,2385,NA
2387,2386,NA
2388,2387,NA
2389,2388,NA
2390,2389,NA
2391,2390,NA
2392,2391,NA
2393,2392,NA
2394,2393,NA
2395,2394,NA
2396,2395,NA
2397,2396,NA
2398,2397,NA
2399,2398,NA
2400,2399,NA
2401,2400,NA
2402,2401,NA
2403,2402,NA
2404,2403,NA
2405,2404,NA
2406,2405,NA
2407,2406,NA
2408,2407,NA
2409,2408,NA
2410,2409,NA
2411,2410,NA
2412,2411,NA
2413,2412,NA
2414,2413,NA
2415,2414,NA
2416,2415,NA
2417,2416,NA
2418,2417,NA
2419,2418,NA
2420,2419,NA
2421,2420,NA
2422,2421,NA
2423,2422,NA
2424,2423,NA
2425,2424,NA
2426,2425,NA
2427,2426,NA
2428,2427,NA
2429,2428,NA
2430,2429,NA
2431,2430,NA
2432,2431,NA
2433,2432,NA
2434,2433,NA
2435,2434,NA
2436,2435,NA
2437,2436,NA
2438,2437,NA
2439,2438,NA
2440,2439,NA
2441,2440,NA
2442,2441,NA
2443,2442,NA
2444,2443,NA
2445,2444,NA
2446,2445,NA
2447,2446,NA
2448,2447,NA
2449,2448,NA
2450,2449,NA
2451,2450,NA
2452,2451,NA
2453,2452,NA
2454,2453,NA
2455,2454,NA
2456,2455,NA
2457,2456,NA
2458,2457,NA
2459,2458,NA
2460,2459,NA
2461,2460,NA
2462,2461,NA
2463,2462,NA
2464,2463,NA
2465,2464,NA
2466,2465,NA
2467,2466,NA
2468,2467,NA
2469,2468,NA
2470,2469,NA
2471,2470,NA
2472,2471,NA
2473,2472,NA
2474,2473,NA
2475,2474,NA
2476,2475,NA
2477,2476,NA
2478,2477,NA
2479,2478,NA
2480,2479,NA
2481,2480,NA
2482,2481,NA
2483,2482,NA
2484,2483,NA
2485,2484,NA
2486,2485,NA
2487,2486,NA
2488,2487,NA
2489,2488,NA
2490,2489,NA
2491,2490,NA
2492,2491,NA
2493,2492,NA
2494,2493,NA
2495,2494,NA
2496,2495,NA
2497,2496,NA
2498,2497,NA
2499,2498,NA
2500,2499,NA
2501,2500,NA
2502,2501,NA
2503,2502,NA
2504,2503,NA
2505,2504,NA
2506,2505,NA
2507,2506,NA
2508,2507,NA
2509,2508,NA
2510,2509,NA
2511,2510,NA
2512,2511,NA
2513,2512,NA
2514,2513,NA
2515,2514,NA
2516,2515,NA
2517,2516,NA
2518,2517,NA
2519,2518,NA
2520,2519,NA
2521,2520,NA
2522,2521,NA
2523,2522,NA
2524,2523,NA
2525,2524,NA
2526,2525,NA
2527,2526,NA
2528,2527,NA
2529,2528,NA
2530,2529,NA
2531,2530,NA
2532,2531,NA
2533,2532,NA
2534,2533,NA
2535,2534,NA
2536,2535,NA
2537,2536,NA
2538,2537,NA
2539,2538,NA
2540,2539,NA
2541,2540,NA
2542,2541,NA
2543,2542,NA
2544,2543,NA
2545,2544,NA
2546,2545,NA
2547,2546,NA
2548,2547,NA
2549,2548,NA
2550,2549,NA
2551,2550,NA
2552,2551,NA
2553,2552,NA
2554,2553,NA
2555,2554,NA
2556,2555,NA
2557,2556,NA
2558,2557,NA
2559,2558,NA
2560,2559,NA
2561,2560,NA
2562,2561,NA
2563,2562,NA
2564,2563,NA
2565,2564,NA
2566,2565,NA
2567,2566,NA
2568,2567,NA
2569,2568,NA
2570,2569,NA
2571,2570,NA
2572,2571,NA
2573,2572,NA
2574,2573,NA
2575,2574,NA
2576,2575,NA
2577,2576,NA
2578,2577,NA
2579,2578,NA
2580,2579,NA
2581,2580,NA
2582,2581,NA
2583,2582,NA
2584,2583,NA
2585,2584,NA
2586,2585,NA
2587,2586,NA
2588,2587,NA
2589,2588,NA
2590,2589,NA
2591,2590,NA
2592,2591,NA
2593,2592,NA
2594,2593,NA
2595,2594,NA
2596,2595,NA
2597,2596,NA
2598,2597,NA
2599,2598,NA
2600,2599,NA
2601,2600,NA
2602,2601,NA
2603,2602,NA
2604,2603,NA
2605,2604,NA
2606,2605,NA
2607,2606,NA
2608,2607,NA
2609,2608,NA
2610,2609,NA
2611,2610,NA
2612,2611,NA
2613,2612,NA
2614,2613,NA
2615,2614,NA
2616,2615,NA
2617,2616,NA
2618,2617,NA
2619,2618,NA
2620,2619,NA
2621,2620,NA
2622,2621,NA
2623,2622,NA
2624,2623,NA
2625,2624,NA
2626,2625,NA
2627,2626,NA
2628,2627,NA
2629,2628,NA
2630,2629,NA
2631,2630,NA
2632,2631,NA
2633,2632,NA
2634,2633,NA
2635,2634,NA
2636,2635,NA
2637,2636,NA
2638,2637,NA
2639,2638,NA
2640,2639,NA
2641,2640,NA
2642,2641,NA
2643,2642,NA
2644,2643,NA
2645,2644,NA
2646,2645,NA
2647,2646,NA
2648,2647,NA
2649,2648,NA
2650,2649,NA
2651,2650,NA
2652,2651,NA
2653,2652,NA
2654,2653,NA
2655,2654,NA
2656,2655,NA
2657,2656,NA
2658,2657,NA
2659,2658,NA
2660,2659,NA
2661,2660,NA
2662,2661,NA
2663,2662,NA
2664,2663,NA
2665,2664,NA
2666,2665,NA
2667,2666,NA
2668,2667,NA
2669,2668,NA
2670,2669,NA
2671,2670,NA
2672,2671,NA
2673,2672,NA
2674,2673,NA
2675,2674,NA
2676,2675,NA
2677,2676,NA
2678,2677,NA
2679,2678,NA
2680,2679,NA
2681,2680,NA
2682,2681,NA
2683,2682,NA
2684,2683,NA
2685,2684,NA
2686,2685,NA
2687,2686,NA
2688,2687,NA
2689,2688,NA
2690,2689,NA
2691,2690,NA
2692,2691,NA
2693,2692,NA
2694,2693,NA
2695,2694,NA
2696,2695,NA
2697,2696,NA
2698,2697,NA
2699,2698,NA
2700,2699,NA
2701,2700,NA
2702,2701,NA
2703,2702,NA
2704,2703,NA
2705,2704,NA
2706,2705,NA
2707,2706,NA
2708,2707,NA
2709,2708,NA
2710,2709,NA
2711,2710,NA
2712,2711,NA
2713,2712,NA
2714,2713,NA
2715,2714,NA
2716,2715,NA
2717,2716,NA
2718,2717,NA
2719,2718,NA
2720,2719,NA
2721,2720,NA
2722,2721,NA
2723,2722,NA
2724,2723,NA
2725,2724,NA
2726,2725,NA
2727,2726,NA
2728,2727,NA
2729,2728,NA
2730,2729,NA
2731,2730,NA
2732,2731,NA
2733,2732,NA
2734,2733,NA
2735,2734,NA
2736,2735,NA
2737,2736,NA
2738,2737,NA
2739,2738,NA
2740,2739,NA
2741,2740,NA
2742,2741,NA
2743,2742,NA
2744,2743,NA
2745,2744,NA
2746,2745,NA
2747,2746,NA
2748,2747,NA
2749,2748,NA
2750,2749,NA
2751,2750,NA
2752,2751,NA
2753,2752,NA
2754,2753,NA
2755,2754,NA
2756,2755,NA
2757,2756,NA
2758,2757,NA
2759,2758,NA
2760,2759,NA
2761,2760,NA
2762,2761,NA
2763,2762,NA
2764,2763,NA
2765,2764,NA
2766,2765,NA
2767,2766,NA
2768,2767,NA
2769,2768,NA
2770,2769,NA
2771,2770,NA
2772,2771,NA
2773,2772,NA
2774,2773,NA
2775,2774,NA
2776,2775,NA
2777,2776,NA
2778,2777,NA
2779,2778,NA
2780,2779,NA
2781,2780,NA
2782,2781,NA
2783,2782,NA
2784,2783,NA
2785,2784,NA
2786,2785,NA
2787,2786,NA
2788,2787,NA
2789,2788,NA
2790,2789,NA
2791,2790,NA
2792,2791,NA
2793,2792,NA
2794,2793,NA
2795,2794,NA
2796,2795,NA
2797,2796,NA
2798,2797,NA
2799,2798,NA
2800,2799,NA
2801,2800,NA
2802,2801,NA
2803,2802,NA
2804,2803,NA
2805,2804,NA
2806,2805,NA
2807,2806,NA
2808,2807,NA
2809,2808,NA
2810,2809,NA
2811,2810,NA
2812,2811,NA
2813,2812,NA
2814,2813,NA
2815,2814,NA
2816,2815,NA
2817,2816,NA
2818,2817,NA
2819,2818,NA
2820,2819,NA
2821,2820,NA
2822,2821,NA
2823,2822,NA
2824,2823,NA
2825,2824,NA
2826,2825,NA
2827,2826,NA
2828,2827,NA
2829,2828,NA
2830,2829,NA
2831,2830,NA
2832,2831,NA
2833,2832,NA
2834,2833,NA
2835,2834,NA
2836,2835,NA
2837,2836,NA
2838,2837,NA
2839,2838,NA
2840,2839,NA
2841,2840,NA
2842,2841,NA
2843,2842,NA
2844,2843,NA
2845,2844,NA
2846,2845,NA
2847,2846,NA
2848,2847,NA
2849,2848,NA
2850,2849,NA
2851,2850,NA
2852,2851,NA
2853,2852,NA
2854,2853,NA
2855,2854,NA
2856,2855,NA
2857,2856,NA
2858,2857,NA
2859,2858,NA
2860,2859,NA
2861,2860,NA
2862,2861,NA
2863,2862,NA
2864,2863,NA
2865,2864,NA
2866,2865,NA
2867,2866,NA
2868,2867,NA
2869,2868,NA
2870,2869,NA
2871,2870,NA
2872,2871,NA
2873,2872,NA
2874,2873,NA
2875,2874,NA
2876,2875,NA
2877,2876,NA
2878,2877,NA
2879,2878,NA
2880,2879,NA
2881,2880,NA
2882,2881,NA
2883,2882,NA
2884,2883,NA
2885,2884,NA
2886,2885,NA
2887,2886,NA
2888,2887,NA
2889,2888,NA
2890,2889,NA
2891,2890,NA
2892,2891,NA
2893,2892,NA
2894,2893,NA
2895,2894,NA
2896,2895,NA
2897,2896,NA
2898,2897,NA
2899,2898,NA
2900,2899,NA
2901,2900,NA
2902,2901,NA
2903,2902,NA
2904,2903,NA
2905,2904,NA
2906,2905,NA
2907,2906,NA
2908,2907,NA
2909,2908,NA
2910,2909,NA
2911,2910,NA
2912,2911,NA
2913,2912,NA
2914,2913,NA
2915,2914,NA
2916,2915,NA
2917,2916,NA
2918,2917,NA
2919,2918,NA
2920,2919,NA
2921,2920,NA
2922,2921,NA
2923,2922,NA
2924,2923,NA
2925,2924,NA
2926,2925,NA
2927,2926,NA
2928,2927,NA
2929,2928,NA
2930,2929,NA
2931,2930,NA
2932,2931,NA
2933,2932,NA
2934,2933,NA
2935,2934,NA
2936,2935,NA
2937,2936,NA
2938,2937,NA
2939,2938,NA
2940,2939,NA
2941,2940,NA
2942,2941,NA
2943,2942,NA
2944,2943,NA
2945,2944,NA
2946,2945,NA
2947,2946,NA
2948,2947,NA
2949,2948,NA
2950,2949,NA
2951,2950,NA
2952,2951,NA
2953,2952,NA
2954,2953,NA
2955,2954,NA
2956,2955,NA
2957,2956,NA
2958,2957,NA
2959,2958,NA
2960,2959,NA
2961,2960,NA
2962,2961,NA
2963,2962,NA
2964,2963,NA
2965,2964,NA
2966,2965,NA
2967,2966,NA
2968,2967,NA
2969,2968,NA
2970,2969,NA
2971,2970,NA
2972,2971,NA
2973,2972,NA
2974,2973,NA
2975,2974,NA
2976,2975,NA
2977,2976,NA
2978,2977,NA
2979,2978,NA
2980,2979,NA
2981,2980,NA
2982,2981,NA
2983,2982,NA
2984,2983,NA
2985,2984,NA
2986,2985,NA
2987,2986,NA
2988,2987,NA
2989,2988,NA
2990,2989,NA
2991,2990,NA
2992,2991,NA
2993,2992,NA
2994,2993,NA
2995,2994,NA
2996,2995,NA
2997,2996,NA
2998,2997,NA
2999,2998,NA
3000,2999,NA
3001,3000,NA
3002,3001,NA
3003,3002,NA
3004,3003,NA
3005,3004,NA
3006,3005,NA
3007,3006,NA
3008,3007,NA
3009,3008,NA
3010,3009,NA
3011,3010,NA
3012,3011,NA
3013,3012,NA
3014,3013,NA
3015,3014,NA
3016,3015,NA
3017,3016,NA
3018,3017,NA
3019,3018,NA
3020,3019,NA
3021,3020,NA
3022,3021,NA
3023,3022,NA
3024,3023,NA
3025,3024,NA
3026,3025,NA
3027,3026,NA
3028,3027,NA
3029,3028,NA
3030,3029,NA
3031,3030,NA
3032,3031,NA
3033,3032,NA
3034,3033,NA
3035,3034,NA
3036,3035,NA
3037,3036,NA
3038,3037,NA
3039,3038,NA
3040,3039,NA
3041,3040,NA
3042,3041,NA
3043,3042,NA
3044,3043,NA
3045,3044,NA
3046,3045,NA
3047,3046,NA
3048,3047,NA
3049,3048,NA
3050,3049,NA
3051,3050,NA
3052,3051,NA
3053,3052,NA
3054,3053,NA
3055,3054,NA
3056,3055,NA
3057,3056,NA
3058,3057,NA
3059,3058,NA
3060,3059,NA
3061,3060,NA
3062,3061,NA
3063,3062,NA
3064,3063,NA
3065,3064,NA
3066,3065,NA
3067,3066,NA
3068,3067,NA
3069,3068,NA
3070,3069,NA
3071,3070,NA
3072,3071,NA
3073,3072,NA
3074,3073,NA
3075,3074,NA
3076,3075,NA
3077,3076,NA
3078,3077,NA
3079,3078,NA
3080,3079,NA
3081,3080,NA
3082,3081,NA
3083,3082,NA
3084,3083,NA
3085,3084,NA
3086,3085,NA
3087,3086,NA
3088,3087,NA
3089,3088,NA
3090,3089,NA
3091,3090,NA
3092,3091,NA
3093,3092,NA
3094,3093,NA
3095,3094,NA
3096,3095,NA
3097,3096,NA
3098,3097,NA
3099,3098,NA
3100,3099,NA
3101,3100,NA
3102,3101,NA
3103,3102,NA
3104,3103,NA
3105,3104,NA
3106,3105,NA
3107,3106,NA
3108,3107,NA
3109,3108,NA
3110,3109,NA
3111,3110,NA
3112,3111,NA
3113,3112,NA
3114,3113,NA
3115,3114,NA
3116,3115,NA
3117,3116,NA
3118,3117,NA
3119,3118,NA
3120,3119,NA
3121,3120,NA
3122,3121,NA
3123,3122,NA
3124,3123,NA
3125,3124,NA
3126,3125,NA
3127,3126,NA
3128,3127,NA
3129,3128,NA
3130,3129,NA
3131,3130,NA
3132,3131,NA
3133,3132,NA
3134,3133,NA
3135,3134,NA
3136,3135,NA
3137,3136,NA
3138,3137,NA
3139,3138,NA
3140,3139,NA
3141,3140,NA
3142,3141,NA
3143,3142,NA
3144,3143,NA
3145,3144,NA
3146,3145,NA
3147,3146,NA
3148,3147,NA
3149,3148,NA
3150,3149,NA
3151,3150,NA
3152,3151,NA
3153,3152,NA
3154,3153,NA
3155,3154,NA
3156,3155,NA
3157,3156,NA
3158,3157,NA
3159,3158,NA
3160,3159,NA
3161,3160,NA
3162,3161,NA
3163,3162,NA
3164,3163,NA
3165,3164,NA
3166,3165,NA
3167,3166,NA
3168,3167,NA
3169,3168,NA
3170,3169,NA
3171,3170,NA
3172,3171,NA
3173,3172,NA
3174,3173,NA
3175,3174,NA
3176,3175,NA
3177,3176,NA
3178,3177,NA
3179,3178,NA
3180,3179,NA
3181,3180,NA
3182,3181,NA
3183,3182,NA
3184,3183,NA
3185,3184,NA
3186,3185,NA
3187,3186,NA
3188,3187,NA
3189,3188,NA
3190,3189,NA
3191,3190,NA
3192,3191,NA
3193,3192,NA
3194,3193,NA
3195,3194,NA
3196,3195,NA
3197,3196,NA
3198,3197,NA
3199,3198,NA
3200,3199,NA
3201,3200,NA
3202,3201,NA
3203,3202,NA
3204,3203,NA
3205,3204,NA
3206,3205,NA
3207,3206,NA
3208,3207,NA
3209,3208,NA
3210,3209,NA
3211,3210,NA
3212,3211,NA
3213,3212,NA
3214,3213,NA
3215,3214,NA
3216,3215,NA
3217,3216,NA
3218,3217,NA
3219,3218,NA
3220,3219,NA
3221,3220,NA
3222,3221,NA
3223,3222,NA
3224,3223,NA
3225,3224,NA
3226,3225,NA
3227,3226,NA
3228,3227,NA
3229,3228,NA
3230,3229,NA
3231,3230,NA
3232,3231,NA
3233,3232,NA
3234,3233,NA
3235,3234,NA
3236,3235,NA
3237,3236,NA
3238,3237,NA
3239,3238,NA
3240,3239,NA
3241,3240,NA
3242,3241,NA
3243,3242,NA
3244,3243,NA
3245,3244,NA
3246,3245,NA
3247,3246,NA
3248,3247,NA
3249,3248,NA
3250,3249,NA
3251,3250,NA
3252,3251,NA
3253,3252,NA
3254,3253,NA
3255,3254,NA
3256,3255,NA
3257,3256,NA
3258,3257,NA
3259,3258,NA
3260,3259,NA
3261,3260,NA
3262,3261,NA
3263,3262,NA
3264,3263,NA
3265,3264,NA
3266,3265,NA
3267,3266,NA
3268,3267,NA
3269,3268,NA
3270,3269,NA
3271,3270,NA
3272,3271,NA
3273,3272,NA
3274,3273,NA
3275,3274,NA
3276,3275,NA
3277,3276,NA
3278,3277,NA
3279,3278,NA
3280,3279,NA
3281,3280,NA
3282,3281,NA
3283,3282,NA
3284,3283,NA
3285,3284,NA
3286,3285,NA
3287,3286,NA
3288,3287,NA
3289,3288,NA
3290,3289,NA
3291,3290,NA
3292,3291,NA
3293,3292,NA
3294,3293,NA
3295,3294,NA
3296,3295,NA
3297,3296,NA
3298,3297,NA
3299,3298,NA
3300,3299,NA
3301,3300,NA
3302,3301,NA
3303,3302,NA
3304,3303,NA
3305,3304,NA
3306,3305,NA
3307,3306,NA
3308,3307,NA
3309,3308,NA
3310,3309,NA
3311,3310,NA
3312,3311,NA
3313,3312,NA
3314,3313,NA
3315,3314,NA
3316,3315,NA
3317,3316,NA
3318,3317,NA
3319,3318,NA
3320,3319,NA
3321,3320,NA
3322,3321,NA
3323,3322,NA
3324,3323,NA
3325,3324,NA
3326,3325,NA
3327,3326,NA
3328,3327,NA
3329,3328,NA
3330,3329,NA
